-6.081689834590001,145.391998291,Goroka,Papua New Guinea,5282,10,U,Pacific/Port_Moresby
-5.20707988739,145.789001465,Madang,Papua New Guinea,20,10,U,Pacific/Port_Moresby
-5.826789855957031,144.29600524902344,Mount Hagen,Papua New Guinea,5388,10,U,Pacific/Port_Moresby
-6.569803,146.725977,Nadzab,Papua New Guinea,239,10,U,Pacific/Port_Moresby
-9.443380355834961,147.22000122070312,Port Moresby,Papua New Guinea,146,10,U,Pacific/Port_Moresby
-3.58383011818,143.669006348,Wewak,Papua New Guinea,19,10,U,Pacific/Port_Moresby
61.1604995728,-45.4259986877,Narssarssuaq,Greenland,112,-3,E,America/Godthab
64.19090271,-51.6781005859,Godthaab,Greenland,283,-3,E,America/Godthab
67.0122218992,-50.7116031647,Sondrestrom,Greenland,165,-3,E,America/Godthab
76.5311965942,-68.7032012939,Thule,Greenland,251,-4,E,America/Thule
65.66000366210938,-18.07270050048828,Akureyri,Iceland,6,0,N,Atlantic/Reykjavik
65.2833023071289,-14.401399612426758,Egilsstadir,Iceland,76,0,N,Atlantic/Reykjavik
64.295601,-15.2272,Hofn,Iceland,24,0,N,Atlantic/Reykjavik
65.952301,-17.426001,Husavik,Iceland,48,0,N,Atlantic/Reykjavik
66.05809783935547,-23.135299682617188,Isafjordur,Iceland,8,0,N,Atlantic/Reykjavik
63.985000610352,-22.605600357056,Keflavik,Iceland,171,0,N,Atlantic/Reykjavik
65.555801,-23.965,Patreksfjordur,Iceland,11,0,N,Atlantic/Reykjavik
64.1299972534,-21.9405994415,Reykjavik,Iceland,48,0,N,Atlantic/Reykjavik
66.133301,-18.9167,Siglufjordur,Iceland,10,0,N,Atlantic/Reykjavik
63.42430114746094,-20.278900146484375,Vestmannaeyjar,Iceland,326,0,N,Atlantic/Reykjavik
46.48500061035156,-84.5093994140625,Sault Sainte Marie,Canada,630,-5,A,America/Toronto
50.0564002991,-97.03250122070001,Winnipeg,Canada,760,-6,A,America/Winnipeg
44.639702,-63.499401,Halifax,Canada,144,-4,A,America/Halifax
51.3918991089,-56.083099365200006,St. Anthony,Canada,108,-3.5,A,America/St_Johns
49.079833,-125.775583,Tofino,Canada,80,-8,A,America/Vancouver
68.534401,-89.808098,Pelly Bay,Canada,56,-7,A,America/Edmonton
49.13249969482422,-68.20439910888672,Baie Comeau,Canada,71,-5,A,America/Toronto
48.33060073852539,-70.99639892578125,Bagotville,Canada,522,-5,A,America/Toronto
64.29889678960001,-96.077796936,Baker Lake,Canada,59,-6,A,America/Winnipeg
49.950801849365234,-125.27100372314453,Campbell River,Canada,346,-8,A,America/Vancouver
49.91,-99.951897,Brandon,Canada,1343,-6,A,America/Winnipeg
69.1081008911,-105.138000488,Cambridge Bay,Canada,90,-7,A,America/Edmonton
49.054970224899996,-123.869862556,Nanaimo,Canada,92,-8,A,America/Vancouver
49.2963981628,-117.632003784,Castlegar,Canada,1624,-8,A,America/Vancouver
47.007801,-65.449203,Chatham,Canada,108,-4,A,America/Halifax
