2255,Pohnpei International Airport,6.985099792480469,158.20899963378906,PNI,PTPN,airport,OurAirports
2256,Babelthuap Airport,7.36731,134.544236,ROR,PTRO,airport,OurAirports
2257,Kosrae International Airport,5.35698,162.957993,KSA,PTSA,airport,OurAirports
2258,Yap International Airport,9.49891,138.082993,YAP,PTYA,airport,OurAirports
2259,Kinmen Airport,24.4279,118.359001,KNH,RCBS,airport,OurAirports
2260,Pingtung South Airport,22.672399520874023,120.46199798583984,,RCDC,airport,OurAirports
2261,Longtan Air Base,24.855100631713867,121.23799896240234,,RCDI,airport,OurAirports
2262,Taitung Airport,22.7549991607666,121.10199737548828,TTT,RCFN,airport,OurAirports
2263,Lyudao Airport,22.673900604248047,121.46600341796875,GNI,RCGI,airport,OurAirports
2264,Kaohsiung International Airport,22.57710075378418,120.3499984741211,KHH,RCKH,airport,OurAirports
2265,Chiayi Airport,23.46179962158203,120.39299774169922,CYI,RCKU,airport,OurAirports
2267,Lanyu Airport,22.027000427246094,121.53500366210938,KYD,RCLY,airport,OurAirports
2268,Taichung Ching Chuang Kang Airport,24.264699935913086,120.62100219726562,RMQ,RCMQ,airport,OurAirports
2270,Tainan Airport,22.95039939880371,120.20600128173828,TNN,RCNN,airport,OurAirports
2271,Hsinchu Air Base,24.8180007935,120.939002991,HSZ,RCPO,airport,OurAirports
2272,Makung Airport,23.568700790405273,119.62799835205078,MZG,RCQC,airport,OurAirports
2273,Chihhang Air Base,22.793100357055664,121.18199920654297,,RCQS,airport,OurAirports
2274,Pingtung North Airport,22.700199127197266,120.48200225830078,PIF,RCSQ,airport,OurAirports
2275,Taipei Songshan Airport,25.069400787353516,121.552001953125,TSA,RCSS,airport,OurAirports
2276,Taiwan Taoyuan International Airport,25.0777,121.233002,TPE,RCTP,airport,OurAirports
2277,Wang-an Airport,23.367372512817383,119.50277709960938,WOT,RCWA,airport,OurAirports
2278,Hualien Airport,24.023099899291992,121.61799621582031,HUN,RCYU,airport,OurAirports
2279,Narita International Airport,35.7647018433,140.386001587,NRT,RJAA,airport,OurAirports
2280,Matsumoto Airport,36.16680145263672,137.92300415039062,MMJ,RJAF,airport,OurAirports
2281,Hyakuri Airport,36.181098938,140.414993286,IBR,RJAH,airport,OurAirports
2282,Minami Torishima Airport,24.2896995544,153.979003906,MUS,RJAM,airport,OurAirports
2283,Iwo Jima Airport,24.784000396728516,141.322998046875,IWO,RJAW,airport,OurAirports
2284,Nanki Shirahama Airport,33.6622009277,135.363998413,SHM,RJBD,airport,OurAirports
2285,Kohnan Airport,34.59080123901367,133.93299865722656,,RJBK,airport,OurAirports
2286,Tokachi-Obihiro Airport,42.7332992554,143.216995239,OBO,RJCB,airport,OurAirports
2287,New Chitose Airport,42.77519989013672,141.69200134277344,CTS,RJCC,airport,OurAirports
2288,Hakodate Airport,41.7700004578,140.822006226,HKD,RJCH,airport,OurAirports
2289,Chitose Air Base,42.79449844359999,141.666000366,,RJCJ,airport,OurAirports
2290,Memanbetsu Airport,43.8805999756,144.164001465,MMB,RJCM,airport,OurAirports
2291,Nakashibetsu Airport,43.5774993896,144.960006714,SHB,RJCN,airport,OurAirports
2293,Tokachi Airport,42.890499114990234,143.1580047607422,,RJCT,airport,OurAirports
2294,Wakkanai Airport,45.4042015076,141.800994873,WKJ,RJCW,airport,OurAirports
2295,Iki Airport,33.7490005493,129.785003662,IKI,RJDB,airport,OurAirports
2296,Yamaguchi Ube Airport,33.930000305200004,131.279006958,UBJ,RJDC,airport,OurAirports
2297,Tsushima Airport,34.2849006653,129.330993652,TSJ,RJDT,airport,OurAirports
2298,Monbetsu Airport,44.303901672399995,143.404006958,MBE,RJEB,airport,OurAirports
2299,Asahikawa Airport,43.670799255371094,142.44700622558594,AKJ,RJEC,airport,OurAirports
2300,Okushiri Airport,42.0717010498,139.432998657,OIR,RJEO,airport,OurAirports
2301,Rishiri Airport,45.2420005798,141.186004639,RIS,RJER,airport,OurAirports
2302,Ashiya Airport,33.88309860229492,130.6529998779297,,RJFA,airport,OurAirports
2303,Yakushima Airport,30.3855991364,130.658996582,KUM,RJFC,airport,OurAirports
2304,Fukue Airport,32.66630172729492,128.83299255371094,FUJ,RJFE,airport,OurAirports
2305,Fukuoka Airport,33.585899353027344,130.4510040283203,FUK,RJFF,airport,OurAirports
2306,New Tanegashima Airport,30.605100631699997,130.990997314,TNE,RJFG,airport,OurAirports
2307,Kagoshima Airport,31.80340003967285,130.718994140625,KOJ,RJFK,airport,OurAirports
2308,Miyazaki Airport,31.877199173,131.449005127,KMI,RJFM,airport,OurAirports
2309,Nyutabaru Airport,32.08359909057617,131.4510040283203,,RJFN,airport,OurAirports
2310,Oita Airport,33.479400634799994,131.736999512,OIT,RJFO,airport,OurAirports
2311,Kitakyūshū Airport,33.8459014893,131.035003662,KKJ,RJFR,airport,OurAirports
2312,Kumamoto Airport,32.83729934692383,130.85499572753906,KMJ,RJFT,airport,OurAirports
2313,Nagasaki Airport,32.916900634799994,129.914001465,NGS,RJFU,airport,OurAirports
2314,Kanoya Airport,31.367599487304688,130.84500122070312,,RJFY,airport,OurAirports
2315,Tsuiki Air Field,33.6850013733,131.039993286,,RJFZ,airport,OurAirports
2316,Amami Airport,28.430599212646484,129.71299743652344,ASJ,RJKA,airport,OurAirports
2317,Okierabu Airport,27.4255008698,128.701004028,OKE,RJKB,airport,OurAirports
2318,Tokunoshima Airport,27.83639907836914,128.88099670410156,TKN,RJKN,airport,OurAirports
2319,Fukui Airport,36.1427993774,136.223999023,FKJ,RJNF,airport,OurAirports
2320,Gifu Airport,35.394100189208984,136.8699951171875,QGU,RJNG,airport,OurAirports
2321,Hamamatsu Airport,34.75019836425781,137.7030029296875,,RJNH,airport,OurAirports
2322,Komatsu Airport,36.39459991455078,136.40699768066406,KMQ,RJNK,airport,OurAirports
2323,Oki Airport,36.18109893798828,133.3249969482422,OKI,RJNO,airport,OurAirports
2324,Toyama Airport,36.64830017089844,137.18800354003906,TOY,RJNT,airport,OurAirports
2325,Shizuhama Airport,34.812801361083984,138.29800415039062,,RJNY,airport,OurAirports
2326,Hiroshima Airport,34.4361000061,132.919006348,HIJ,RJOA,airport,OurAirports
2327,Okayama Airport,34.7569007874,133.854995728,OKJ,RJOB,airport,OurAirports
2328,Izumo Airport,35.4136009216,132.88999939,IZO,RJOC,airport,OurAirports
2329,Hofu Airport,34.034698486328125,131.5489959716797,,RJOF,airport,OurAirports
2330,Miho Yonago Airport,35.4921989440918,133.23599243164062,YGJ,RJOH,airport,OurAirports
2332,Kōchi Ryōma Airport,33.546101,133.669006,KCZ,RJOK,airport,OurAirports
2333,Matsuyama Airport,33.82720184326172,132.6999969482422,MYJ,RJOM,airport,OurAirports
2334,Osaka International Airport,34.785499572753906,135.43800354003906,ITM,RJOO,airport,OurAirports
2335,Tottori Airport,35.5301017761,134.167007446,TTJ,RJOR,airport,OurAirports
2336,Tokushima Airport/JMSDF Air Base,34.132801,134.606995,TKS,RJOS,airport,OurAirports
2337,Takamatsu Airport,34.214199066199996,134.01600647,TAK,RJOT,airport,OurAirports
2338,Yao Airport,34.59629821777344,135.60299682617188,,RJOY,airport,OurAirports
2339,Ozuki Airport,34.0452995300293,131.052001953125,,RJOZ,airport,OurAirports
2340,Aomori Airport,40.73469924926758,140.6909942626953,AOJ,RJSA,airport,OurAirports
2341,Yamagata Airport,38.411899566699994,140.371002197,GAJ,RJSC,airport,OurAirports
2342,Sado Airport,38.0601997375,138.414001465,SDS,RJSD,airport,OurAirports
2343,Hachinohe Airport,40.556400299072266,141.46600341796875,HHE,RJSH,airport,OurAirports
2344,Hanamaki Airport,39.4286003112793,141.13499450683594,HNA,RJSI,airport,OurAirports
2345,Akita Airport,39.6156005859375,140.218994140625,AXT,RJSK,airport,OurAirports
2346,Misawa Air Base,40.703201293899994,141.367996216,MSJ,RJSM,airport,OurAirports
2347,Sendai Airport,38.1397018433,140.917007446,SDJ,RJSS,airport,OurAirports
2348,Matsushima Air Base,38.4048995972,141.220001221,,RJST,airport,OurAirports
2350,Atsugi Naval Air Facility,35.4546012878418,139.4499969482422,NJA,RJTA,airport,OurAirports
2351,Tateyama Airport,34.987099,139.828995,,RJTE,airport,OurAirports
2352,Hachijojima Airport,33.1150016785,139.785995483,HAC,RJTH,airport,OurAirports
2353,Iruma Air Base,35.84189987182617,139.41099548339844,,RJTJ,airport,OurAirports
2354,Kisarazu Airport,35.39830017089844,139.91000366210938,,RJTK,airport,OurAirports
2355,Shimofusa Airport,35.79890060424805,140.01100158691406,,RJTL,airport,OurAirports
2356,Oshima Airport,34.782001495399996,139.36000061,OIM,RJTO,airport,OurAirports
2358,Kastner Army Heliport,35.5138015747,139.393997192,,RJTR,airport,OurAirports
2359,Tokyo Haneda International Airport,35.552299,139.779999,HND,RJTT,airport,OurAirports
2360,Yokota Air Base,35.74850082397461,139.34800720214844,OKO,RJTY,airport,OurAirports
2361,Gwangju Airport,35.123173,126.805444,KWJ,RKJJ,airport,OurAirports
2364,Jeon Ju Airport (G-703),35.87808,127.119112,CHN,RKJU,airport,OurAirports
2365,Yeosu Airport,34.84230041503906,127.61699676513672,RSU,RKJY,airport,OurAirports
2366,Sokcho Airport,38.142601013183594,128.5989990234375,,RKND,airport,OurAirports
2367,Gangneung Airport (K-18),37.753601,128.943915,KAG,RKNN,airport,OurAirports
2370,Jeju International Airport,33.51129913330078,126.49299621582031,CJU,RKPC,airport,OurAirports
2371,Jinhae Airbase/Airport (G-813/K-10),35.140248,128.696229,CHF,RKPE,airport,OurAirports
2372,Gimhae International Airport,35.1795005798,128.93800354,PUS,RKPK,airport,OurAirports
2374,Ulsan Airport,35.59349823,129.352005005,USN,RKPU,airport,OurAirports
2375,A 511 Airport,36.96220016479492,127.03099822998047,,RKSG,airport,OurAirports
2376,Seoul Air Base (K-16),37.444744,127.112718,SSN,RKSM,airport,OurAirports
2377,Osan Air Base,37.090599,127.029999,OSN,RKSO,airport,OurAirports
2378,Gimpo International Airport,37.5583,126.791,GMP,RKSS,airport,OurAirports
2379,Suwon Airport,37.23939895629883,127.00700378417969,SWU,RKSW,airport,OurAirports
2380,Pohang Airport (G-815/K-3),35.987955,129.420383,KPO,RKTH,airport,OurAirports
2381,Daegu Airport,35.896872,128.65531,TAE,RKTN,airport,OurAirports
2383,Yecheon Airbase,36.630373,128.34971,YEC,RKTY,airport,OurAirports
2384,Naha Airport,26.1958007812,127.646003723,OKA,ROAH,airport,OurAirports
2385,Ie Shima Auxiliary Air Base,26.725757598876953,127.76490020751953,,RODE,airport,OurAirports
2386,Kadena Air Base,26.3556,127.767998,DNA,RODN,airport,OurAirports
2387,Ishigaki Airport,24.344499588,124.18699646,ISG,ROIG,airport,OurAirports
2388,Kumejima Airport,26.363500595092773,126.71399688720703,UEO,ROKJ,airport,OurAirports
2389,Minami-Daito Airport,25.8465003967,131.263000488,MMD,ROMD,airport,OurAirports
2390,Miyako Airport,24.782800674399997,125.294998169,MMY,ROMY,airport,OurAirports
2391,Kitadaito Airport,25.9447002411,131.32699585,KTD,RORK,airport,OurAirports
2392,Shimojishima Airport,24.8267002106,125.144996643,SHI,RORS,airport,OurAirports
2393,Tarama Airport,24.653900146499996,124.675003052,TRA,RORT,airport,OurAirports
2394,Yoron Airport,27.0440006256,128.401992798,RNJ,RORY,airport,OurAirports
2395,Futenma Marine Corps Air Station,26.27429962158203,127.75599670410156,,ROTM,airport,OurAirports
2396,Yonaguni Airport,24.466899871826172,122.97799682617188,OGN,ROYN,airport,OurAirports
2397,Ninoy Aquino International Airport,14.5086,121.019997,MNL,RPLL,airport,OurAirports
2399,Awang Airport,7.1652398109436035,124.20999908447266,CBO,RPMC,airport,OurAirports
2400,Cagayan De Oro Airport,8.41562,124.611,,RPML,airport,OurAirports
2401,Pagadian Airport,7.83073144787,123.461179733,PAG,RPMP,airport,OurAirports
2402,General Santos International Airport,6.05800008774,125.096000671,GES,RPMR,airport,OurAirports
2404,Zamboanga International Airport,6.922420024871826,122.05999755859375,ZAM,RPMZ,airport,OurAirports
2405,Loakan Airport,16.375099182128906,120.62000274658203,BAG,RPUB,airport,OurAirports
2406,Daet Airport,14.129199981689453,122.9800033569336,DTE,RPUD,airport,OurAirports
2407,Basa Air Base,14.98724,120.492554,,RPUF,airport,OurAirports
2408,Lingayen Airport,16.034799575805664,120.24099731445312,,RPUG,airport,OurAirports
2409,San Jose Airport,12.361499786399998,121.04699707,SJI,RPUH,airport,OurAirports
2410,Fernando Air Base,13.954999923706055,121.125,,RPUL,airport,OurAirports
2411,Mamburao Airport,13.208100318908691,120.6050033569336,MBO,RPUM,airport,OurAirports
2414,Vigan Airport,17.555299758911133,120.35600280761719,,RPUQ,airport,OurAirports
2415,Dr.Juan C. Angara Airport,15.729309,121.500034,BQA,RPUR,airport,OurAirports
2421,Bagabag Airport,16.6192,121.251999,,RPUZ,airport,OurAirports
2422,Daniel Z. Romualdez Airport,11.228035,125.027761,TAC,RPVA,airport,OurAirports
2423,Bacolod-Silay Airport,10.7764,123.014999,BCD,RPVB,airport,OurAirports
2425,Sibulan Airport,9.3337097168,123.300003052,DGT,RPVD,airport,OurAirports
2426,Godofredo P. Ramos Airport,11.9245,121.954002,MPH,RPVE,airport,OurAirports
2428,Guiuan Airport,11.0354995728,125.741996765,,RPVG,airport,OurAirports
2429,Iloilo International Airport,10.833017,122.493358,ILO,RPVI,airport,OurAirports
2430,Kalibo International Airport,11.679400444,122.375999451,KLO,RPVK,airport,OurAirports
2433,Puerto Princesa Airport,9.742119789123535,118.75900268554688,PPS,RPVP,airport,OurAirports
2435,Evelio Javier Airport,10.765999794,121.932998657,EUQ,RPVS,airport,OurAirports
2436,Comodoro Pierrestegui Airport,-31.2969,-57.9966,COC,SAAC,airport,OurAirports
2437,Gualeguaychu Airport,-33.0103,-58.6131,GHU,SAAG,airport,OurAirports
2438,Junin Airport,-34.5459,-60.9306,JNI,SAAJ,airport,OurAirports
2439,General Urquiza Airport,-31.7948,-60.4804,PRA,SAAP,airport,OurAirports
2440,Islas Malvinas Airport,-32.9036,-60.785,ROS,SAAR,airport,OurAirports
2441,Sauce Viejo Airport,-31.7117,-60.8117,SFN,SAAV,airport,OurAirports
2442,Jorge Newbery Airpark,-34.5592,-58.4156,AEP,SABE,airport,OurAirports
2443,Ingeniero Ambrosio Taravella Airport,-31.323601,-64.208,COR,SACO,airport,OurAirports
2444,Chamical Airport,-30.34530067,-66.29360198,,SACT,airport,OurAirports
2445,San Fernando Airport,-34.4532,-58.5896,FDO,SADF,airport,OurAirports
2446,Mariano Moreno Airport,-34.5606,-58.7896,,SADJ,airport,OurAirports
2447,La Plata Airport,-34.9722,-57.8947,LPG,SADL,airport,OurAirports
2448,Moron Airport,-34.6763,-58.6428,,SADM,airport,OurAirports
2449,El Palomar Airport,-34.6099,-58.6126,EPA,SADP,airport,OurAirports
2450,Chos Malal Airport,-37.444698333699996,-70.2225036621,HOS,SAHC,airport,OurAirports
2451,Dr. Arturo H. Illia Airport,-39.0007019043,-67.6204986572,GNR,SAHR,airport,OurAirports
2452,El Plumerillo Airport,-32.8316993713,-68.7929000854,MDZ,SAME,airport,OurAirports
2453,Comodoro D.R. Salomón Airport,-35.493598938,-69.5743026733,LGS,SAMM,airport,OurAirports
2454,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,AFA,SAMR,airport,OurAirports
2455,Catamarca Airport,-28.5956001282,-65.751701355,CTC,SANC,airport,OurAirports
2456,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.765556335399996,-64.3099975586,SDE,SANE,airport,OurAirports
2457,Tinogasta Airport,-28.0377998352,-67.5802993774,,SANI,airport,OurAirports
2458,Capitan V A Almonacid Airport,-29.3815994263,-66.7957992554,IRJ,SANL,airport,OurAirports
2459,Chilecito Airport,-29.2238998413,-67.4389038086,,SANO,airport,OurAirports
2460,Teniente Benjamin Matienzo Airport,-26.8409,-65.104897,TUC,SANT,airport,OurAirports
2461,Domingo Faustino Sarmiento Airport,-31.571501,-68.418198,UAQ,SANU,airport,OurAirports
2462,Area De Material Airport,-33.0850982666,-64.2612991333,RCU,SAOC,airport,OurAirports
2463,Villa Dolores Airport,-31.9451999664,-65.1463012695,VDR,SAOD,airport,OurAirports
2464,La Quiaca Airport,-22.1506004333,-65.57749938959999,,SAOL,airport,OurAirports
2465,Marcos Juarez Airport,-32.6836,-62.157801,,SAOM,airport,OurAirports
2466,Villa Reynolds Airport,-33.7299003601,-65.3873977661,VME,SAOR,airport,OurAirports
2467,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.2732009888,-66.3563995361,LUQ,SAOU,airport,OurAirports
2468,Corrientes Airport,-27.4455,-58.7619,CNQ,SARC,airport,OurAirports
2469,Resistencia International Airport,-27.45,-59.0561,RES,SARE,airport,OurAirports
2470,Formosa Airport,-26.2127,-58.2281,FMA,SARF,airport,OurAirports
2471,Cataratas Del Iguazú International Airport,-25.737301,-54.4734,IGR,SARI,airport,OurAirports
2472,Paso De Los Libres Airport,-29.6894,-57.1521,AOL,SARL,airport,OurAirports
2473,Monte Caseros Airport,-30.2719,-57.6402,MCS,SARM,airport,OurAirports
2474,Libertador Gral D Jose De San Martin Airport,-27.3858,-55.9707,PSS,SARP,airport,OurAirports
2476,Martin Miguel De Guemes International Airport,-24.856000900299996,-65.4861984253,SLA,SASA,airport,OurAirports
2477,Gobernador Horacio Guzman International Airport,-24.392799,-65.097801,JUJ,SASJ,airport,OurAirports
2478,Orán Airport,-23.1527996063,-64.3292007446,ORA,SASO,airport,OurAirports
2479,Laboulaye Airport,-34.1353988647,-63.36230087279999,,SASQ,airport,OurAirports
2481,El Dorado Airport,-26.3974990845,-54.5746994019,ELO,SATD,airport,OurAirports
2482,Goya Airport,-29.1058,-59.2189,OYA,SATG,airport,OurAirports
2483,Oberá Airport,-27.5181999207,-55.1241989136,,SATO,airport,OurAirports
2484,Reconquista Airport,-29.2103,-59.68,RCQ,SATR,airport,OurAirports
2485,Curuzu Cuatia Airport,-29.7706,-57.9789,UZU,SATU,airport,OurAirports
2486,El Bolson Airport,-41.9431991577,-71.5323028564,EHL,SAVB,airport,OurAirports
2487,General E. Mosconi Airport,-45.7853,-67.4655,CRD,SAVC,airport,OurAirports
2488,Brigadier Antonio Parodi Airport,-42.908000946,-71.139503479,EQS,SAVE,airport,OurAirports
2490,Almirante Marco Andres Zar Airport,-43.2105,-65.2703,REL,SAVT,airport,OurAirports
2491,Gobernador Castello Airport,-40.8692,-63.0004,VDM,SAVV,airport,OurAirports
2492,El Tehuelche Airport,-42.7592,-65.1027,PMY,SAVY,airport,OurAirports
2493,Marambio Base,-64.2382965088,-56.6307983398,,SAWB,airport,OurAirports
2494,Puerto Deseado Airport,-47.7353,-65.9041,PUD,SAWD,airport,OurAirports
2495,Hermes Quijada International Airport,-53.7777,-67.7494,RGA,SAWE,airport,OurAirports
2496,Piloto Civil N. Fernández Airport,-51.6089,-69.3126,RGL,SAWG,airport,OurAirports
2497,Malvinas Argentinas Airport,-54.8433,-68.2958,USH,SAWH,airport,OurAirports
2498,Capitan D Daniel Vazquez Airport,-49.3068,-67.8026,ULA,SAWJ,airport,OurAirports
2499,Perito Moreno Airport,-46.537899,-70.978699,PMQ,SAWP,airport,OurAirports
2500,Santa Cruz Airport,-50.0165,-68.5792,RZA,SAWU,airport,OurAirports
2501,Comandante Espora Airport,-38.725,-62.1693,BHI,SAZB,airport,OurAirports
2502,Brigadier D.H.E. Ruiz Airport,-37.446098,-61.889301,CSZ,SAZC,airport,OurAirports
2503,Olavarria Airport,-36.8899993896,-60.216598510699995,OVR,SAZF,airport,OurAirports
2504,General Pico Airport,-35.6962013245,-63.7583007812,GPO,SAZG,airport,OurAirports
2505,Tres Arroyos Airport,-38.3869,-60.3297,OYO,SAZH,airport,OurAirports
2506,Bolivar Airport,-36.1866,-61.0764,,SAZI,airport,OurAirports
2508,Ástor Piazzola International Airport,-37.9342,-57.5733,MDQ,SAZM,airport,OurAirports
2509,Presidente Peron Airport,-38.949001,-68.155701,NQN,SAZN,airport,OurAirports
2511,Comodoro Pedro Zanni Airport,-35.8446,-61.8576,PEH,SAZP,airport,OurAirports
2512,Santa Rosa Airport,-36.588299,-64.275703,RSA,SAZR,airport,OurAirports
2513,San Carlos De Bariloche Airport,-41.151199,-71.157501,BRC,SAZS,airport,OurAirports
2514,Héroes De Malvinas Airport,-37.2374000549,-59.2279014587,TDL,SAZT,airport,OurAirports
2515,Villa Gesell Airport,-37.2354,-57.0292,VLG,SAZV,airport,OurAirports
2516,Cutral-Co Airport,-38.939701080300004,-69.2646026611,CUT,SAZW,airport,OurAirports
2517,Aviador C. Campos Airport,-40.075401,-71.137299,CPC,SAZY,airport,OurAirports
2518,Conceição do Araguaia Airport,-8.348349571228027,-49.30149841308594,CDJ,SBAA,airport,OurAirports
2519,Campo Délio Jardim de Mattos Airport,-22.875099,-43.384701,,SBAF,airport,OurAirports
2520,Amapá Airport,2.07751,-50.8582,,SBAM,airport,OurAirports
2521,Araraquara Airport,-21.812000274699997,-48.1329994202,AQA,SBAQ,airport,OurAirports
2522,Santa Maria Airport,-10.984000206,-37.0703010559,AJU,SBAR,airport,OurAirports
2524,Piloto Osvaldo Marques Dias Airport,-9.8663892746,-56.1049995422,AFL,SBAT,airport,OurAirports
2525,Araçatuba Airport,-21.1413002014,-50.4247016907,ARU,SBAU,airport,OurAirports
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.3792500495900002,-48.4762992859,BEL,SBBE,airport,OurAirports
2527,Comandante Gustavo Kraemer Airport,-31.39049911499,-54.112201690674,BGX,SBBG,airport,OurAirports
2528,Pampulha - Carlos Drummond de Andrade Airport,-19.851200103759766,-43.950599670410156,PLU,SBBH,airport,OurAirports
2529,Bacacheri Airport,-25.4050998688,-49.23199844359999,BFH,SBBI,airport,OurAirports
2530,Major Brigadeiro Doorgal Borges Airport,-21.2672,-43.761101,,SBBQ,airport,OurAirports
2531,Presidente Juscelino Kubistschek International Airport,-15.86916732788086,-47.920833587646484,BSB,SBBR,airport,OurAirports
2532,Bauru Airport,-22.3449993134,-49.0537986755,BAU,SBBU,airport,OurAirports
2533,Atlas Brasil Cantanhede Airport,2.84138894081,-60.6922225952,BVB,SBBV,airport,OurAirports
2534,Barra do Garças Airport,-15.861300468400001,-52.3889007568,BPG,SBBW,airport,OurAirports
2535,Cascavel Airport,-25.0002994537,-53.500801086399996,CAC,SBCA,airport,OurAirports
2536,Cachimbo Airport,-9.33393955231,-54.9654006958,,SBCC,airport,OurAirports
2537,Tancredo Neves International Airport,-19.62444305419922,-43.97194290161133,CNF,SBCF,airport,OurAirports
2538,Campo Grande Airport,-20.468700408900002,-54.6725006104,CGR,SBCG,airport,OurAirports
2539,Serafin Enoss Bertaso Airport,-27.134199142456,-52.656600952148,XAP,SBCH,airport,OurAirports
2540,Brig. Lysias Augusto Rodrigues Airport,-7.32043981552124,-47.45869827270508,CLN,SBCI,airport,OurAirports
2541,Diomício Freitas Airport,-28.7244434357,-49.4213905334,CCM,SBCM,airport,OurAirports
2542,Canoas Air Force Base,-29.945928,-51.144413,,SBCO,airport,OurAirports
2543,Bartolomeu Lisandro Airport,-21.698299408,-41.301700592,CAW,SBCP,airport,OurAirports
2544,Corumbá International Airport,-19.0119438171,-57.6713905334,CMG,SBCR,airport,OurAirports
2545,Afonso Pena Airport,-25.5284996033,-49.1758003235,CWB,SBCT,airport,OurAirports
2546,Caravelas Airport,-17.652299880981,-39.253101348877,CRQ,SBCV,airport,OurAirports
2547,Hugo Cantergiani Regional Airport,-29.197099685699996,-51.1875,CXJ,SBCX,airport,OurAirports
2548,Marechal Rondon Airport,-15.6528997421,-56.1166992188,CGB,SBCY,airport,OurAirports
2549,Cruzeiro do Sul Airport,-7.59990978241,-72.7695007324,CZS,SBCZ,airport,OurAirports
2550,Presidente Prudente Airport,-22.1751003265,-51.4245986938,PPB,SBDN,airport,OurAirports
2551,Eduardo Gomes International Airport,-3.0386099815368652,-60.04970169067383,MAO,SBEG,airport,OurAirports
2552,Jacareacanga Airport,-6.233160018920898,-57.77690124511719,JCR,SBEK,airport,OurAirports
2553,São Pedro da Aldeia Airport,-22.81290054321289,-42.09260177612305,,SBES,airport,OurAirports
2554,Cataratas International Airport,-25.600278854370117,-54.48500061035156,IGU,SBFI,airport,OurAirports
2555,Hercílio Luz International Airport,-27.670278549194336,-48.5525016784668,FLN,SBFL,airport,OurAirports
2556,Fernando de Noronha Airport,-3.85493,-32.423302,FEN,SBFN,airport,OurAirports
2558,Furnas Airport,-20.702800750732422,-46.33530044555664,,SBFU,airport,OurAirports
2559,Pinto Martins International Airport,-3.776279926300049,-38.53260040283203,FOR,SBFZ,airport,OurAirports
2560,Rio Galeão – Tom Jobim International Airport,-22.8099994659,-43.2505569458,GIG,SBGL,airport,OurAirports
2561,Guajará-Mirim Airport,-10.786399841308594,-65.28479766845703,GJM,SBGM,airport,OurAirports
2562,Santa Genoveva Airport,-16.631999969482422,-49.220699310302734,GYN,SBGO,airport,OurAirports
2563,EMBRAER - Unidade Gavião Peixoto Airport,-21.773700714111328,-48.40510177612305,,SBGP,airport,OurAirports
2564,Guarulhos - Governador André Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,GRU,SBGR,airport,OurAirports
2565,Guaratinguetá Airport,-22.79159927368164,-45.20479965209961,GUJ,SBGW,airport,OurAirports
2566,Altamira Airport,-3.2539100646973,-52.254001617432,ATM,SBHT,airport,OurAirports
2567,Itacoatiara Airport,-3.1272599697113037,-58.481201171875,ITA,SBIC,airport,OurAirports
2568,Itaituba Airport,-4.2423400878906,-56.000701904297,ITB,SBIH,airport,OurAirports
2569,Bahia - Jorge Amado Airport,-14.815999984741,-39.033199310303,IOS,SBIL,airport,OurAirports
2570,Usiminas Airport,-19.470699310303,-42.487598419189,IPN,SBIP,airport,OurAirports
2571,Francisco Vilela do Amaral Airport,-18.4447002411,-49.2134017944,ITR,SBIT,airport,OurAirports
2572,Prefeito Renato Moreira Airport,-5.53129,-47.459999,IMP,SBIZ,airport,OurAirports
2573,Belém/Brigadeiro Protásio de Oliveira Airport,-1.4141600132,-48.4607009888,,SBJC,airport,OurAirports
2574,Francisco de Assis Airport,-21.791500091552734,-43.38679885864258,JDF,SBJF,airport,OurAirports
2575,Presidente Castro Pinto International Airport,-7.145833015440001,-34.9486122131,JPA,SBJP,airport,OurAirports
2576,Lauro Carneiro de Loyola Airport,-26.22450065612793,-48.797401428222656,JOI,SBJV,airport,OurAirports
2577,Presidente João Suassuna Airport,-7.26992,-35.8964,CPV,SBKG,airport,OurAirports
2578,Viracopos International Airport,-23.0074005127,-47.1344985962,VCP,SBKP,airport,OurAirports
2579,Lages Airport,-27.782100677499997,-50.28150177,LAJ,SBLJ,airport,OurAirports
2580,Lins Airport,-21.663999557495,-49.730499267578,LIP,SBLN,airport,OurAirports
2581,Governador José Richa Airport,-23.333599090599996,-51.1301002502,LDB,SBLO,airport,OurAirports
2582,Bom Jesus da Lapa Airport,-13.2621002197,-43.4081001282,LAZ,SBLP,airport,OurAirports
2583,Lagoa Santa Airport,-19.66160011291504,-43.896400451660156,,SBLS,airport,OurAirports
2584,João Correa da Rocha Airport,-5.36858987808,-49.138000488299994,MAB,SBMA,airport,OurAirports
2585,Monte Dourado Airport,-0.889839,-52.6022,MEU,SBMD,airport,OurAirports
2586,Regional de Maringá - Sílvio Nane Junior Airport,-23.479444503799996,-52.01222229,MGF,SBMG,airport,OurAirports
2587,Mário Ribeiro Airport,-16.706899642899998,-43.818901062,MOC,SBMK,airport,OurAirports
2589,Ponta Pelada Airport,-3.1460399627685547,-59.98630142211914,PLL,SBMN,airport,OurAirports
